clean_text,Category
giant waves damage asia economy governments aid agencies insurers travel firms among counting cost massive earthquake waves hammered southern asia worsthit areas sri lanka india indonesia thailand least people killed early estimates world bank put amount aid needed bn bn similar cash offered central america hurricane mitch mitch killed people caused damage bn world bank spokesman damien milverton told wall street journal expected aid package financing debt relief tourism vital part economies stricken countries providing jobs million people south east asian region according world travel tourism council wttc maldives islands indian ocean twothirds jobs depend tourism damage covers fishing farming businesses hundreds thousands buildings small boats destroyed waves international agencies pledged support say impossible gauge extent damage yet international monetary fund imf promised rapid action help governments stricken countries cope imf stands ready part assist nations appropriate support time need said managing director rodrigo rato sri lanka bangladesh currently receive imf support indonesia quake epicentre recently graduated imf assistance governments decide want imf help agencies asian development bank said early comment amount aid needed underestimating size problem however united nations emergency relief coordinator jan egeland said may worst national disaster recent history affecting many heavily populated coastal areas many vulnerable communities many people livelihoods whole future destroyed seconds warned longer term effects many devastating tidal wave tsunami risks epidemics polluted drinking water insurers also struggling assess cost damage several big players believe final bill likely less bn cost hurricanes battered us earlier year region affected big check countrybycountry situation said serge troeber deputy head natural disasters department swiss world second biggest reinsurance firm assume however overall dimension insured damages storm damages us said munich world biggest reinsurer said primarily human tragedy early us state financial burden allianz said sees significant impact profitability however low insurance bill may simply reflect general poverty much region rather level economic devastation live international federation red cross red crescent societies told reuters news agency seeking emergency aid biggest health challenges face spread waterborne diseases particularly malaria diarrhoea aid agency quoted saying european union said deliver euros aid according wall street journal eu humanitarian aid commissioner louis michel quoted saying key bring aid vital hours days immediately disaster countries also reported pledged cash us state department said examining aid needed region getting companies business running also may play vital role helping communities recover weekend events many worsthit areas sri lanka thailand phuket island maldives popular tourist resorts key local economies december january two busiest months travel southern asia damage even keenly felt industry beginning emerge post slump growth rapid southeast asia world tourism organisation figures showing increase tourist revenues region first months southern asia expansion india continues post excellent results thanks increased promotion product development also upsurge business travel driven rapid economic development country wto said arrivals destinations maldives sri lanka also thrived thailand tourism accounts country annual gross domestic product bn singapore figure close tourism also brings much needed foreign currency shortterm however travel companies cancelling flights trips hit shares across asia europe investors saying earnings economic growth likely slow,business
winemaker rejects foster offer australian winemaker southcorp rejected takeover offer worth bn australian dollars bn bn brewing giant foster group southcorp whose brands include penfolds rosemount lindemans dismissed offer inadequate two companies held four days talks foster bought stake southcorp january merger would create global player worldwide annual sales cases revenues abn southcorp said foster aashare takeover proposal offered excellent strategic fit undervalued company southcorp board informed foster prepared recommend offer adequately reflect strategic value company said southcorp chairman brian finn southcorp said foster takeover offer opportunistic however said offer may represent opening bid opening possibility foster returning improved offer foster said combination two companies would create global player unrivalled collection premium wine brands despite best known brewing foster lager foster already one australia largest wine producers owning beringer wolf blass brands among others combination foster southcorp transform global wine industry significantly enhance australia competitive position global stage said trevor hoy foster chief executive officer foster spent buying stake southcorp oatley family founded rosemount estates business later merged southcorp shares companies suspended two held talks deal southcorp shares rose news offer foster shares fell,business
thousands join strike wales thousands civil servants strike across wales friday protest planned job cuts range services wales affected civil servants wales joined ukwide strike strike called public commercial services union biggest civil servants decade action follows chancellor gordon brown announcement july jobs would cut around expected wales worstaffected area wales department work pensions jobs threatened across wales pickets held striking civil servants protests towns cities including cardiff bangor aberystwyth wrexham gordon brown issued defiant statement strike saying action would affect government determination make savings order increase investment healthcare education transport fight crime decisions mean police teachers doctors nurses said provide help information relocation retraining help staff move frontline work within public sector diverted necessary changes make essential investment ukwide action hit jobcentres benefit agencies pensions offices driving test centres strike also affected welsh assembly building cardiff bay passholders allowed pickets place across wales protests around country pcs union spokesman jeff evans said wales civil service major employer civil servants employed wales proportionately part country protest defending jobs also local services across country parts objective one areas welshspeaking areas particularly affected cuts chancellor said cuts allow funding teachers police piers freelove senior benefit officer picket line companies house cardiff said majority people decided come threat jobs joined civil service provide services well get decent pension thought pay services threatened well jobs people like pensioners need facetoface service impersonal service phone want impose pcsu deputy general secretary hugh lanning picket line said asking negotiate make announcements sensible way things moment even talking go sensibly ballot one day action action anticipated without ballot staff welsh assembly government said strike national civil service issues specific issues local wales assembly,politics
hewitt fights back reach final lleyton hewitt kept dream australian open title alive fourset win andy roddick friday second semifinal home favourite face marat safin sunday final coming hewitt fought back set trailed tiebreaks would denied thrilling melbourne crowd typically battling effort aiming first australian winner since mark edmondson hewitt first australian make final since pat cash lost mats wilander faces huge challenge safin conqueror roger federer needing five sets last two matches reason think hewitt might struggle fitness certainly made sluggish start dropping opening service game roddick dominated huge serve took first set tense games second key moment came hewitt raised game tiebreak overturn early minibreak energised crowd roddick finished raced clear crucial third hewitt pegged back forced another tiebreak roddick broke first hewitt fought back taking lead superb backhand pass australian denied disheartened roddick made little impact fourth set hewitt raced victory sending melbourne crowd wild ensuring final huge occasion awesome said hewitt started preparing tournament nine months ago done lot hard yards get always said anything get first night final australian open got chance roddick furious failing take advantage leads tiebreaks usually pretty money said roddick either one would given distinct advantage mad felt shot put position win big points donated little would wanted american played influence one spectator appeared contribute double fault shouting rodick service action took one jackass shout said roddick adding crowd overall respectful,sport
uk world biggest music buyer uk consumers biggest music buyers world according new figures released tuesday british phonographic industry bpi global sales recorded music flat growing sales dvd music videos offset online physical piracy major markets uk music industry recorded overall increase volume sales mostly due robust albums market however world music sales declined billion billion uk cd albums market grew record million units sold average every briton buys cds per person per year around albums released uk year making britain second us terms number releases overall sales driven new uksigned artists keane katie melua scissor sisters whose debut album sold almost million copies uk slew great new british artists met uk music fans demand great music said bpi chairman peter jameson bestselling album globally usher confessions one eight albums sell five million copies growth dvd market sharp increase sales digital music ensured strong market us total number tracks downloaded last year tenfold digital sales us first two months already double period however markets continental europe asia notably sweden finland france spain south korea drastically hit internet piracy australia italy netherlands also saw decline positive side digital sales booming said john kennedy chief executive international federation phonographic industries ifpi however commercial piracy illegal filesharing continuing depress markets priority coming year step advance legitimate digital sales sustain antipiracy efforts main choice today music fan make whether get music legally illegally added mr jameson,entertainment
rem announce new glasgow concert us band rem announced plans perform scottish fans rescheduled gig band play dubbed europe biggest tent glasgow green tuesday june forced pull concert secc glasgow last month bassist mike mills contracted flu fans bought tickets original february show attend rescheduled concert june gig act warmup rem open air concert balloch castle country park banks loch lomond four days later promoters regular music booked glasgow green secc available suitable date mark mackie director regular music said fantastic news really shows rem commitment scottish fans coming back glasgow truly unique gig rem gigs kickstart promises memorable summer scottish music lovers grammy award winners u play hampden june oasis also perform national stadium glasgow june coldplay announced concert bellahouston park glasgow july park held balado near kinross july ticketweb secc box office write customers bought tickets february gig asking want attend new show bought tickets person urged return point purchase anyone cannot make concert given refund cutoff date swapping tickets april remaining go sale public,entertainment
navratilova hits critics martina navratilova defended decision prolong tennis career age navratilova made comeback retiring play doubles mixed doubles events women tennis really strong said dismissing suggestions fact could still win reflected badly women game say damn good sorry really blow horn still good navratilova three grand slam mixed doubles titles since came retirement encouraged form decided resume playing singles winning two seven matches knocked first round french open reached second round wimbledon navratilova partner nathalie dechy doubles event uncle toby hardcourts tournament australia gold coast begins sunday link daniela hantuchova australian open doubles play mixed doubles leander paes might playing singles events season depending surface added,sport
us bank loses customer details bank america revealed lost computer tapes containing account details one million customers us federal employees several members us senate among affected could vulnerable identity theft senate sources say missing tapes may stolen plane baggage handlers bank gave details records disappeared said probably misused customers accounts monitoring account holders would notified unusual activity detected bank officials said bank america said tapes went missing december shipped backup data centre federal law authorities done robust thorough investigation neither would make statement lightly believe tapes lost alexandra tower spokeswoman north carolinabased bank told time magazine although evidence criminal activity bank said secret service federal agency whose brief includes investigations serious financial crime said looking loss new york senator charles schumer said told senate rules committee tapes probably stolen commercial plane whether identity theft terrorism theft new complicated world baggage handlers background checks care taken hired increasingly sensitive positions democrat senator said details vermont colleague pat leahy credit card account among missing senator leahy spokeswoman tracy schmaler said military civilian staff defence department among million affected according pentagon spokesman,business
talks aim avert pension strike talks aimed averting series national strikes pensions reforms take place weekend five public sector unions hold private talks deputy prime minister john prescott labour spring conference gateshead want government withdraw regulations due introduced weeks would raise pension age council workers workers could take part strike already earmarked march however sides anxious avoid major confrontation run general election said bbc labour affairs correspondent stephen cape four days britain biggest union unison start balloting local government workers strikes public sector unions pledged follow weeks new regulations introduced raise pension age local government workers five unions meeting mr prescott want government withdraw regulations would allow months tough negotiations follow said correspondent spokesman mr prescott warned changes local government pension scheme would go ahead april privately ministers believe less painful option correspondent added public commercial services union pcs coordinate industrial action six public sector unions pcs leader mark serwotka warned last week could walkouts unless government rethink government lectures everyone choice choice public service choice choice ironic saying public sector workers choice said want pension promised started must work extra five years working people drop th century completely unacceptable unison workers transport general workers union amicus among balloted march walkout mr prescott held private meeting senior union figures last week understood deal offered meeting room negotiations,politics
berlin hails european cinema organisers say year berlin film festival opens thursday period epic man man celebrate revitalised european cinema films competition golden silver bear awards half europe france particularly well represented festival director dieter kosslick says strong showing signals new consciousness european films incredible winning streak told reuters agency say good american films continued good european films however mr kosslick refused accept widespread opposition iraq war turned audiences hollywood imports antiamerican mood said films screened year festival shown european film market runs alongside dozen celebrities scheduled attend among smith kevin spacey keanu reeves mr kosslick says would coming academy awards brought forward february worried able fill red carpet stars said though admitted festival may moved january next year avoid similar clash day berlinale runs february,entertainment
ukraine steel selloff illegal controversial selloff ukrainian steel mill relative former president illegal court ruled mill krivorizhstal sold june well offers president viktor yushchenko elected december planning revisit many ukraine recent privatisations krivorizhstal one dozens firms says sold cheaply friends previous administration wednesday prime minister yulia tymoshenko said many firms could included list firms whose sale reviewed mr yushchenko previously said list would limited enterprises businesses massive corporations tiny shopfronts sold since command economy built ukraine part soviet union dismantled analysts suggested government needs avoid impression openended list preserve investor confidence thursday ruling district court perchesk overturned previous decision lower court permitting sale consortium auction mill created viktor pinchuk soninlaw formerpresident leonid kuchma rinat akhmetov country richest man next step supreme court annul sale altogether opening way krivorizhstal resold mr yushchenko suggested fair valuation could much bn one foreign bidders lost steel giant lnm told bbc news would interested renewed sale,business
dementieva prevails hong kong elena dementieva swept aside defending champion venus williams win hong kong champions challenge event russian ranked sixth world broke williams three times first set losing service williams saved three championship points losing match victoria park tennis court really great start year matter whether exhibition trying play best really said dementieva give confidence grand slams trying hard win tournament williams disappointed display played nice points mostly committing unforced errors four five errors game said match organizers auctioned rackets belonging players raising victims tsunami disaster,sport
commodore finds new lease life oncefamous commodore computer brand could resurrected bought usbased digital music distributor new owner yeahronimo media ventures ruled possibility new breed commodore computers also plans develop worldwide entertainment concept brand although details yet known groundbreaking commodore computer elicits fond memories owned one back chronology home computing commodore one pioneers commodore launched one first affordable home pcs followed years later amiga commodore sold single computer system even day brand languished somewhat commodore international filed bankruptcy sold dutch firm tulip computers late firm great rival atari produced range home computers brand video games formerly known infogrames tulip computers sold several products commodore name including portable usb storage devices digital music players planned relaunch brand following upsurge nostalgia sera games commodore enthusiasts written emulators windows pc apple mac even pdas original commodore games still run sale commodore expected complete three weeks deal worth,tech
kluft impressed sotherton form olympic heptathlon champion carolina kluft full admiration britain kelly sotherton pair prepared clash birmingham action friday hurdles long jump ahead european indoor championships later month madrid sotherton finished third behind swede athens kluft said knew great girl looked good early season competing really well kluft showed impressive earlyseason form tuesday stockholm ge galan meeting winning sprint hurdles long jump sotherton also displayed promise new high jump personal best sheffield combined norwich union european trials aaa championships second place long jump behind jade johnson,sport
thomas six nations wales captain gareth thomas ruled rest six nations broken thumb fullback surgery monday fracturing thumb win france saturday welsh legend phil bennett insisted wales cope without thomas chase first grand slam years bennett told bbc sport spirit camp put kevin morgan rhys williams wing carry thomas miss match scotland march promises huge encounter irish six days later bennett added setback great captain leads front boys love thomas replaced halftime williams side turned around deficit paris gareth missing would think michael owen captain said wales coach mike ruddock great job second half france vicecaptain along throughout championship wales travel edinburgh take scotland fortnight host ireland cardiff final round matches could grand slam championship decider bennett inspirational flyhalf llanelli wales insisted national team entering new golden period great game magnificent result wales bennett told bbc radio five live sportsweek programme way young team blending glory days way back get possession early france dominated scored two tries ruthless wales could gone interval points take chances wales defended fairly well cannot give sort quality ball good sides blacks would ruthless buried us first half character showed second half quite outstanding,sport
nissan names successor ghosn nissan named lifetime employee run operations carlos ghosn highly successful boss takes charge renault chief operating officer toshiyuki shiga run nissan daily basis although mr ghosn masterminded recovery remain chief executive mr ghosn become chairman chief executive renault owns japanese carmaker april mr ghosn transformed nissan fastgrowing profitable business mr shiga nominally serve mr ghosn deputy however nissan senior japanbased executive charge firm global sales marketing currently charge nissan operations across asia australasia credited significantly improving sales china inherit strong legacy mr ghosn overseen dramatic turnaround nissan fortunes past five years dubbed le cost killer pushing huge cost cuts previous jobs mr ghosn reduced nissan overheads trimmed workforce taking charge actions helped nissan turn bn yen bn loss bn yen bn profit following year tenure nissan increased market share made significant strides key export markets nissan aims increase vehicle sales four million launching new models process new job renault chief executive mr ghosn devote time renault nissan rest group activities north america key markets mr ghosn said mr shiga appointment would ensure seamless transition management need leadership team capable accelerating performance delivery results characterized nissan past six years mr ghosn said full confidence toshiyuki shiga new leadership team help implement next chapter nissan growth nissan also announced number management appointments promotions several younger executives,business
xbox may unveiled summer details next generation microsoft xbox games console codenamed xenon likely unveiled may according reports widely expected gamers would get sneak preview xbox successor game developers conference gdc march microsoft spokeswoman confirmed would gdc sony microsoft nintendo expected release powerful machines next months next xbox console expected go sale end year details released thought machine may unveiled electronic entertainment expo e los angeles takes place may according reuters news agency report e concentrates showing latest gaming publishers marketers retailers gdc aimed game developers microsoft chief bill gates used gdc event unveil original xbox five years ago since launch microsoft sold million units worldwide consumer electronics show earlier year little mention next generation gaming machine keynote speech mr gates referred playing essential part vision digital lifestyle battle rival consoles win gamers hearts thumbs extremely hardfought sony traditionally dominated console market playstation earlier year microsoft said reached european milestone selling five million consoles since european launch march hit games like halo released november helped buoy sales figures gamers looking forward next generation machines much processing graphical power also likely pack features technologies make central entertainment communications hubs although details playstation xenon nintendo socalled revolution yet finalised developers already working titles rory armes studio general manager games giant electronic arts ea europe recently told bbc news website interview ea beginning get sense capabilities new machines microsoft delivered development kits ea said company still waiting sony nintendo kits added playstation rumoured little hood xbox,tech
voters trust politicians eight voters trust politicians tell truth new poll conducted bbc suggests adults quizzed icm bbc news said politicians deliver promised poll comes foreign secretary jack straw predicted trust would key choice next election tories lib dems keen emphasise perceived lack trust tony blair following claims iraqi weapons according bbc poll said issue trust made difference whether would vote next election widely expected may poll also looked lay behind lack trust politicians said politicians keep promises made elections said never gave straight answer threequarters respondents said politicians shown dishonest often mr straw told activists blackburn thursday voters would decide next election party best deserves future trust end key choice next election acknowledged public lost faith labour suggested could persuade people reinvest trust us party could overcome tory attempts spread cynicism politics conservatives keen highlight trust issue response gordon brown budget statement tuesday michael howard compared chancellor figures prime minister claims iraq weapons mass destruction lib dems also keen highlight trust issue charles kennedy claiming voters fundamental lack trust prime minister green party unveiled billboard opposite palace westminster accusing government lying iraq war former education secretary estelle morris told bbc news real problem trust public politicians said feel colleagues could trusted suggested threecornered relationship press politicians public hand issue public often turned sitting sidelines battle words politician journalist added lib dem foreign affairs spokesman menzies campbell said iraq war hit trust politicians hard issues war peace life death damaging effect credibility politicians martin bell tatton seat tory neil hamilton anticorruption platform said politicians often failed see others need public figures trust tell truth see others see,politics
qa malcolm glazer man utd battle control manchester united taken another turn club confirmed received fresh takeover approach us business tycoon malcolm glazer formal offer made yet manchester united confirmed received detailed proposal us entrepreneur could lead bid reports put offer p per share would value manchester united bn approach yearold owner tampa bay buccaneers american football team reportedly led two sons avi joel previous approach united board mr glazer october last year turned however bbc learnt club unlikely reject latest plan hand mr glazer previous offer involved borrowing large amounts money finance takeover would left club debt levels deemed best interests company manchester united board rejected approach last year however mr glazer latest offer reported cut amount borrowing needed united board may casting serious eye mr glazer latest proposals supporters remain fiercely opposed deal supporters group shareholders united proved adept rallying opposition mr glazer campaign said would fight move manchester united debtfree company want fall debt need fall debt shareholders united sean bones told bbc united players also appear unhappy prospect takeover lot people want club interest people grown club got interests heart rio ferdinand told bbc radio five live noone knows guy bringing table key successful bid attracting support united largest shareholders irish horse racing tycoons john magnier jp mcmanus cubic expression vehicle club mr glazer owns joe mclean football specialist accountancy firm grant thornton said support mr magnier mr mcmanus utterly crucial mr glazer bid proceed without support previously indicated holding stake investment case shares therefore need price attachment pence maybe case mr glazer might well secure support bid could well go ahead indeed malcolm glazer littleknown uk started build stake manchester united late february said considering whether bid club bid emerged mr glazer continued increase holding club october manchester united said received preliminary approach turned come mr glazer however board rejected move amount debt would involve club annual general meeting november mr glazer took revenge using hefty stake club oust three directors board legal adviser maurice watkins commercial director andy anson nonexecutive director philip yea voted wishes chief executive david gill move led bankers jp morgan public relations firm brunswick withdrawing glazer bid team,business
gritty return prince persia still basking relatively recent glory last year sands time dashing prince persia back warrior within bellicose mood last time sequel gives franchise grim gritty new look ramps action violence control superathletic prince thirdperson perspective timetravelling plot hinges dahaka allconsuming monster pursuing hero ages way dispel turn back clock kill sultry empress time ever creates sands time caused great beast creation studiously structured though back story everything boils oldfashioned fantasy gameplay proves whole dependable needs ever since series thengroundbreaking beginnings commodore amiga prince persia always meticulouslyanimated acrobatic moves provide energetic blend leaping preposterously pieces scenery lopping enemies body parts flashy moves back full evidence tremendous fun perform perfect combining speed best fun although getting handle takes practice plenty skill reach point haphazard business often perform stunning triple somersault pirouette wall knock three enemies one glorious swoop plummeting purposefully cliff doom turn mean getting set back annoyingly long distance save fountains dotted along path expected fiendish puzzles present correct combat really stepped game developers combined acrobatic flair gruesome slaying techniques wonderfully imaginative ways slicing foes middle one particularly entertaining method seeing warrior within slick package game intro movie phenomenally good actually ultimate disservice game commences par jawdropping opening sequence onimusha earlier year game begins something anticlimax said graphics excellent indeed among striking satisfying elements game music probably worst aspect meritfree heavy metal soundtrack swiftly want turn something strangely unsatisfying game perhaps precisely graphics mechanics good story overall experience quite engaging somehow adds less sum parts technically impressive outright enjoyable say warrior within anything superb adventure thoroughly enjoy quite take character new heights might hoped,tech
howard attacks cost asylum michael howard launched attack cost britain chaotic asylum system tony blair tory leader said english local authorities spent bn per household asylum since labour power mr howard expected tell activists kent voters tolerance desire help others abused parties refugee agencies already attacked tory plans annual limits numbers mr howard said britain take fair share world genuine refugees anniversary liberation auschwitz grandmother murdered along million others reminded us moral responsibility fleeing persecution due say fulfil responsibility get grip system fair play matters people want government upholds rules one turns blind eye bent abused said let clear asylum system abused britain generosity earlier week mr howard said party plans cut immigration racist arguing would make asylum system fairer genuine refugees elected party would institute annual limit asylum claims would processed overseas prompted charities say plans would put refugees lives risk turned away quotas filled moral responsibility towards people fleeing persecution policies provide safe said hannah ward refugee council people turn uk asking help turned away michael howard policy effectively means safe uk comes costs perhaps start decisions made asylum seekers many shown wrong one five decisions appealed successfully overturned rising half nationalities need good quality decisionmaking asylum applications delays system cost much tony blair said labour would set workable plans tackling immigration abuse next weeks attacked tory plans cutting number frontline immigration staff borders actually make problem worse said mr blair liberal democrat chairman matthew taylor said needed quick fair firm asylum system said absolutely disgusting propose system could turn away genuine refugees conservatives say little risk happening demand asylum considered quotas set monday mr howard said racist people claim talk controlling immigration far,politics
hewitt decries career sexism plans extend paid maternity leave beyond six months prominent labour election manifesto trade industry secretary said patricia hewitt said cost proposals evaluated increasingly high priority shared goal across government ms hewitt speaking gender productivity seminar organised equal opportunities commission eoc mothers currently take six months paid leave six unpaid ms hewitt told seminar clearly one things need future extend period payment maternity leave beyond first six months second six months looking quickly obviously cost implications taxpayer reimburses employers cost ms hewitt also announced new drive help women want work male dominated sectors saying sexism work still preventing women reaching full potential plans include funding universities help female science engineering graduates find jobs taster courses men women nontraditional jobs women fulltime work earn less men according equal opportunities commission eoc minister told delegates getting rid career sexism vital closing gender pay gap career sexism limits opportunities women ages prevents achieving full potential simply wrong assume someone cannot job grounds sex said earlier told bbc radio today programme talking fact six women work jobs lowpaid typically dominated women got segregated employment unfortunately cases reflects oldfashioned stereotypical ideas appropriate jobs women indeed men career sexism saying engineering instance employees women really maledominated industry construction even worse also saying childcare jobs really women suitable men career sexism goes ways added progress made still gap pay figures average woman working fulltime paid p every pound man earning women working parttime p department trade industry also provide funding help new pay experts panel run tuc set advise hundreds companies equal wage policies research conducted eoc last year revealed many britons believe pay gap men women result natural differences sexes women hold less top positions ftse companies police judiciary trade unions according figures retired women half income male counterparts average,politics
profile david miliband david miliband rapid rise ranks government continues promotion cabinet office minister elected safe labour seat previous job school standards minister role may prior last election key figure new labour head downing street policy unit key member manifesto writing team seen one intellectual figures government also working tony blair policy unit leader opposition brief glance mr miliband family background reveals impressive socialist pedigree form father ralph died eminent influential leftwing academic david miliband seen key blair lieutenant brother ed special advisor chancellor gordon brown prior working mr blair david miliband spent time leftleaning institute public policy research became secretary commission social justice yearold educated haverstock comprehensive going oxford study politics philosophy economics also took msc political science massachusetts institute technology,politics
robben cole earn chelsea win cheslea salvaged win battling portsmouth side looked like premiership leaders would settle point arjen robben curled late deflected leftfooted shot right side pompey box break home side brave resistance chelsea continually frustrated joe cole added second yard shot injurytime nigel quashie pompey best chance effort tipped fratton park crowd good voice usual even though portsmouth held chelsea still managed carve two early chances striker didier drogba snapped angled shot force home keeper shaka hislop smart save unmarked frank lampard strike blocked arjan de zeeuw pompey chased harried unsettled chelsea side southcoast side started gain upper hand almost took lead quashie midfielder struck swerving long range shot keeper petr cech tipped full stretch pompey stretched arsenal limit recently providing similarly tough obstacle overcome chelsea team struggling exert pressure velimir zajec players stood firm visitors came lively fashion break took stranglehold match visitors launched counterattack drogba spun get sight goal struck fierce shot rocked keeper hislop back blocked arjan de zeeuw cleared danger home side also left breathing sigh relief glen johnson header fell gudjohnsen back goal crowded pompey goalmouth icelandic forward tried acrobatically direct ball goal put effort like arsenal portsmouth let late goal robben shot took deflection matthew taylor way past wrongfooted hislop cole put bit gloss hardfought win put low shot bottom pompey net hislop griffin primus de zeeuw taylor stone cisse quashie berkovic faye neil kamara fuller yakubu subs used berger ashdown kamara cech paulo ferreira gallas terry johnson duff makelele smertin cole lampard robben geremi drogba gudjohnsen subs used cudicini bridge paulo ferreira robben lampard robben cole wiley staffordshire,sport
german jobless rate new record million germans work february new figures show figure million people workingage population highest jobless rate europe biggest economy since news comes head germany panel government economic advisers predicted growth would stagnate speaking german tv bert ruerup said panel earlier forecast optimistic warned growth would german government trying tackle stubbornlyhigh levels joblessness range labour market reforms centre hartziv programme introduced january shake welfare benefits push people back work even jobs heavily subsidised latest unemployment figures look set increase pressure government widely leaked german newspapers day advance produced screaming headlines criticising chancellor gerhard schroeder social democratgreen party administration mr schroeder originally come office promising halve unemployment still measures suggest picture quite bleak soaring official unemployment figure follows change methodology pushed jobless rate january adjusted seasonal changes overall unemployment rate million people percentage points previous month using internationallyaccepted methodology international labour organisation ilo germany million people work january ilobased figures also suggest new net jobs created month taking number people employed million ilo defines unemployed person someone previous four weeks actively looked work could take immediately,business
kuznetsova failed drugs test us open champion svetlana kuznetsova tested positive banned drug according belgian authorities belgian sports minister claude eerdekens said russian world number five tested positive stimulant ephedrine december kuznetsova playing exhibition event charleroi time eerdekens said problem ephedrine discovered remains innocent proved guilty ask tested situation remains unclear tournament commissioned world antidoping agency wada international tennis federation itf women tennis accosiation wta test carried regional belgian authorities kuznetsova yet able b sample tested speaking australian open monday eerdekens identified kuznetsova said worried using anything push notified positive test think unfair come way eerdekens said confirmation findings sent last friday player address spain well belgian prosecutors office belgian russian tennis federations conceded kuznetsova might taken medicine contained banned substance simply stated fact said federation concerned impose disciplinary measures procedure respects defence either ephedrine taken improve performance took medicine legitimately cure infection however kuznetsova naming condemned russian tennis chief shamil tarpishchev first belgian sports minister broken every ethical rule book naming player without proof wrongdoing without basic evidence tarpishchev said know basic principle doping cases positive sample notify international tennis federation itf well national federation within three days said case today received statement doping officials itf today called itf headquarters told know nothing wada world antidoping agency behind testing would also known something otherwise looks pure fiction fabrication facts,sport
smith loses us box office crown new comedy diary mad black woman ended smith reign top north american box office based play tyler perry also stars guntoting grandmother film took first three days release topping chart two consecutive weeks smith romantic comedy hitch dropped second place takings keanu reeves supernatural thriller constantine dropped place three based hellblazer comics film took second week release two new entries came next chart wes craven horror movie cursed werewolf loose los angeles fourth position action comedy man house starring tommy lee jones texas ranger assigned protect cheerleader squad came fifth clint eastwood boxing drama million dollar baby recipient four academy awards including best picture continued perform well sixth place takings martin scorsese hollywood biopic aviator five oscars minor categories held ninth place lowbudget feature diary mad black woman stars kimberly elise woman thrown streets philandering husband help grandmother madea one three roles played perry plots revenge perry one america bestknown black playwrights newcomer film made homeless investing money unsuccessful productions work lives mansion diary mad black woman filmed,entertainment
sainsbury labour election gift science minister lord sainsbury made donation labour party general election fund latest hefty donation party billionaire contributed since david sainsbury said pleased give cash party vision deliver economic prosperity better public services britain general secretary matt carter said fantastic gift would help labour fight win election generosity david sainsbury labour supporters labour campaigning hard take britain forward stop tories taking us back mr carter said lord sainsbury added pleased able make contribution general election funds labour party believe party vision deliver economic prosperity better public services britain yearold latest donation follows gift party lord sainsbury created life peer year appointed minister science,politics
man auctions ad space forehead yearold us man selling advertising space forehead highest bidder website ebay andrew fisher omaha nebraska said would nonpermanent logo brand name tattooed head days way see selling something already days get back told bbc today programme mr fisher received bids far largest bid currently winner able send tattoo go tattoo parlour get temporary ink tattoo forehead something choose company name domain name perhaps logo told radio programme online auction mr fisher describes average american joe give take sales pitch adds take advantage radical advertising campaign become part history mr fisher said would accept brand name logo go around swastika anything racial added go around mark beast promote anything socially unacceptable adult websites stores said would use money pay college planning study graphic design entrepreneur said mother initially surprised decision following media attention felt thinking outside box,tech
junk emails relentless rise spam traffic putting total amount email junk astonishing figures email management firm email systems alarm firms attempting cope amount spam inboxes virus traffic slowed denial service attacks increase according firm virus mail accounts email traffic analysis firm found longer multinationals danger socalled denial service attacks websites bombarded requests information rendered inaccessible email systems refers small ukbased engineering firm received staggering million emails january type spam currently sent subtlety altered last months according email systems analysis half spam received since christmas healthrelated gambling porn also increase scam mails offering ways make quick buck declined january clearly month consumers less motivated purchase financial products put money dubious financial opportunities said neil hammerton managing director email systems spammers seem adapted output reflect focussing instead medically motivated pornographic offers presumably intentionally intended coincide traditionally considered bleakest month calendar said,tech
us data sparks inflation worries wholesale prices us rose fastest rate six years january according government data new figures show labor department producer price index ppi rose line forecasts core producer prices exclude food energy costs surged biggest rise since december increasing inflationary concerns contrast university michigan barometer us retail consumer confidence showed slight dip university index consumer spending fell early february january could indicate fall retail spending us public mixed set data friday led volatile early wall street trade dow jones standard poor nasdaq swung positive negative territory economic figures come back increased fears federal reserve chairman may raise interest rates order stifle inflationary pressures fed raising interest rates gradual pace since june attempt make sure inflation get control mr greenspan told congress week central bank guard possibility rebounding economy could trigger stronger inflation pressures ppi would argue greenspan continue raise rates measured pace said joe quinlan chief market stategist bank america capital management michigan survey tells consumer might downshifting little bit terms confidence spending could indication consumer spending accounts us economic activity viewed gauge health economy michigan data closely observed however friday overshadowed core ppi core figure surged past months biggest yearonyear gain nine years concern traders might interpret big jump core ppi impetus fed aggressive measured move moving rates said paul cherney chief market analyst standard poor ian shepherdson chief us economist high frequency economics said ppi report much less alarming first glance onetime increases alcohol tobacco prices indication broad ppi pressure responsible increase said prices autos trucks also jumped january shepherdson said good bet increases stick,business
